building_id,site_id,primaryspaceusage,sqft,yearbuilt,eui,total_kwh_2yr,annual_kwh,calculated_eui
Bear_education_Paola,Bear,Education,137806.0,1967.0,,2621255.3999,1310627.69995,9.510672249031247
Bear_public_Lowell,Bear,Public services,132394.0,1949.0,,3603386.6784,1801693.3392,13.60857243681738
Bear_public_Rayna,Bear,Public services,166514.0,1917.0,,1951848.613,975924.3065,5.860914436623947
Bear_science_Alison,Bear,Technology/science,53234.0,1942.0,,1811054.2387,905527.11935,17.010315199872263
Bear_education_Austin,Bear,Education,21866.0,1911.0,,369646.7556,184823.3778,8.45254631848532
Bear_education_Bob,Bear,Education,305268.0,1952.0,,2255363.5723,1127681.78615,3.694071393496862
Bear_education_Lorie,Bear,Education,120694.0,2012.0,,7011796.3306,3505898.1653,29.047824790793246
Bear_education_Nanette,Bear,Education,66203.0,2015.0,,1794733.8996,897366.9498,13.55477772608492
Bear_education_Val,Bear,Education,177281.0,1964.0,,6566265.619,3283132.8095,18.51937212391627
Bear_education_Thuy,Bear,Education,270413.0,1971.0,,4046711.1889,2023355.59445,7.482464210115638
Bear_education_Deena,Bear,Education,18474.0,1923.0,,147276.4806,73638.2403,3.9860474342318937
Bear_public_Valorie,Bear,Public services,189425.0,1994.0,,3410515.6679,1705257.83395,9.002284988517882
Bear_public_Jocelyn,Bear,Public services,68701.0,1930.0,,853388.795,426694.3975,6.210890634779698
Bear_education_Irene,Bear,Education,25996.0,1954.0,,1555051.4679,777525.73395,29.909437373057393
Bear_education_Curtis,Bear,Education,44182.0,1917.0,,1203721.1107,601860.55535,13.622302189805804
Bear_assembly_Roxy,Bear,Entertainment/public assembly,11910.0,1903.0,,271632.6696,135816.3348,11.403554559193955
Bear_assembly_Angel,Bear,Entertainment/public assembly,238065.0,1933.0,,7135745.8816,3567872.9408,14.986969696511457
Bear_public_Orville,Bear,Public services,29063.0,2004.0,,653572.673,326786.3365,11.244067594536007
Bear_education_Marie,Bear,Education,51020.0,1924.0,,417097.3169,208548.65845,4.08758640631125
Bear_utility_Sidney,Bear,Utility,23432.0,1999.0,,912923.0808,456461.5404,19.480263758962103
Bear_education_Merrill,Bear,Education,34825.0,1999.0,,313363.7634,156681.8817,4.4991207954056
Bear_assembly_Ruby,Bear,Entertainment/public assembly,124197.0,1927.0,,1213600.5526,606800.2763,4.885788515825665
Bear_education_Benita,Bear,Education,141461.0,1907.0,,8938646.7684,4469323.3842,31.594032165755934
Bear_assembly_Beatrice,Bear,Entertainment/public assembly,30160.0,1958.0,,752050.785,376025.3925,12.467685427718834
Bear_education_Mara,Bear,Education,128126.0,1966.0,,8737377.7243,4368688.86215,34.096817680642495
Bear_education_Gavin,Bear,Education,77055.0,1917.0,,1577363.8925,788681.94625,10.235311741613135
Bear_assembly_Diana,Bear,Entertainment/public assembly,1305.0,1995.0,,13091.4677,6545.73385,5.015888007662835
Bear_lodging_Evan,Bear,Lodging/residential,185200.0,1930.0,,3069730.1097,1534865.05485,8.287608287526998
Bear_education_Rebecca,Bear,Education,153700.0,1990.0,,13671758.4767,6835879.23835,44.475466742680545
Bear_education_Lashanda,Bear,Education,117814.0,1959.0,,1293551.91,646775.955,5.489805583377187
Bear_education_Patricia,Bear,Education,182943.0,1963.0,,11068159.0614,5534079.5307,30.250293975172596
Bear_education_Katy,Bear,Education,148032.0,1924.0,,2181868.0058,1090934.0029,7.369582272076308
Bear_education_Derek,Bear,Education,68146.0,1948.0,,3221463.4168,1610731.7084,23.636482088457136
Bear_education_Bulah,Bear,Education,220703.0,2011.0,,23336195.7404,11668097.8702,52.86787162023172
Bear_education_Lila,Bear,Education,123612.0,1961.0,,3762538.2376,1881269.1188,15.219146351486911
Bear_education_Lewis,Bear,Education,49388.0,1931.0,,411256.3392,205628.1696,4.163524937231716
Bear_education_Chun,Bear,Education,46204.0,1941.0,,1761344.3704,880672.1852,19.060518249502206
Bear_education_Destiny,Bear,Education,55516.0,1978.0,,2001673.82,1000836.91,18.027900244974422
Bear_public_Arlean,Bear,Public services,130581.0,1970.0,,2234331.2575,1117165.62875,8.555345944279795
Bear_education_Sharon,Bear,Education,56637.0,1953.0,,1968074.2886,984037.1443,17.37445740946731
Bear_education_Chana,Bear,Education,40706.0,1958.0,,374294.1202,187147.0601,4.5975300963003
Bear_education_Yuri,Bear,Education,40835.0,1931.0,,314634.951,157317.4755,3.8525156238520877
Bear_education_Wm,Bear,Education,93420.0,1948.0,,882652.0442,441326.0221,4.7241064236780135
Bear_education_Oscar,Bear,Education,23533.0,1906.0,,204860.9412,102430.4706,4.352631224238304
Bear_education_Clint,Bear,Education,41297.0,1959.0,,993065.5293,496532.76465,12.023458475191903
Bear_parking_Gordon,Bear,Parking,98539.0,1989.0,,485816.81440000003,242908.40720000002,2.465099170886654
Bear_education_Herman,Bear,Education,4000.0,1910.0,,4982.884,2491.442,0.6228605
Bear_education_Millie,Bear,Education,7122.0,1909.0,,58486.2492,29243.1246,4.106027042965459
Bear_education_Tara,Bear,Education,7900.0,1923.0,,59514.8067,29757.40335,3.766759917721519
Bear_education_Santos,Bear,Education,14524.0,1964.0,,149369.2583,74684.62915,5.142152929633709
Bear_assembly_Jose,Bear,Entertainment/public assembly,36180.0,1966.0,,4501250.9784,2250625.4892,62.206342985074635
Bear_education_Alvaro,Bear,Education,109588.0,1994.0,,7334013.303,3667006.6515,33.461753581596525
Bear_education_Lidia,Bear,Education,30401.0,,,223842.37,111921.185,3.68149682576231
Bear_education_Marsha,Bear,Education,110919.0,1941.0,,1540458.3553,770229.17765,6.94406889396767
Bear_assembly_Genia,Bear,Entertainment/public assembly,261091.0,1923.0,,4536944.4954,2268472.2477,8.688435249395805
Bear_education_Wilton,Bear,Education,304333.0,2006.0,,27445710.78,13722855.39,45.091578599757504
Bear_education_Iris,Bear,Education,58733.0,1923.0,,798299.5776,399149.7888,6.796005462006027
Bear_education_Zandra,Bear,Education,154706.0,2009.0,,17069512.0644,8534756.0322,55.16758259020335
Bear_education_Fannie,Bear,Education,116121.0,1996.0,,7386073.9537,3693036.97685,31.80335147690771
Bear_education_Leonel,Bear,Education,75228.0,1993.0,,2084209.5298,1042104.7649,13.852618239219439
Bear_education_Shelley,Bear,Education,240884.0,1962.0,,2850974.4918,1425487.2459,5.917733207269889
Bear_parking_Bruce,Bear,Parking,306140.0,2007.0,,734091.1498,367045.5749,1.1989468050565102
Bear_education_Augusta,Bear,Education,150887.0,1959.0,,2016404.8507,1008202.42535,6.681837569505657
Bear_education_Chad,Bear,Education,420885.0,1930.0,,17514296.7046,8757148.3523,20.806510928876058
Bear_education_Laurette,Bear,Education,43910.0,1912.0,,891045.6569000001,445522.82845000003,10.146272567752222
Bear_education_Elise,Bear,Education,222434.0,1964.0,,2548711.3676,1274355.6838,5.7291407060071755
Lamb_other_Minerva,Lamb,Other,5619.0,1976.0,,147058.823,73529.4115,13.085853621640862
Lamb_other_Katharina,Lamb,Other,5769.0,1976.0,,162694.4433,81347.22165,14.10074911596464
Lamb_education_Emery,Lamb,Education,109071.0,1966.0,,687675.4548,343837.7274,3.152421151360123
Lamb_assembly_Corliss,Lamb,Entertainment/public assembly,31075.0,1976.0,,157815.7003,78907.85015,2.5392711230893
Lamb_assembly_Jerry,Lamb,Entertainment/public assembly,11162.0,1919.0,,34809.7731,17404.88655,1.5592982037269305
Lamb_assembly_Cesar,Lamb,Entertainment/public assembly,15306.0,1976.0,,178287.829,89143.9145,5.824115673592055
Lamb_assembly_Steven,Lamb,Entertainment/public assembly,5447.0,1976.0,,62753.0764,31376.5382,5.760333798421149
Lamb_assembly_Isa,Lamb,Entertainment/public assembly,7427.0,1976.0,,31067.7333,15533.86665,2.0915398747812035
Lamb_assembly_Dillon,Lamb,Entertainment/public assembly,57189.0,1976.0,,389560.6205,194780.31025,3.405905160957527
Lamb_assembly_Kurt,Lamb,Entertainment/public assembly,7352.0,1945.0,,23809.5006,11904.7503,1.6192533052230684
Lamb_assembly_Elinor,Lamb,Entertainment/public assembly,49492.0,1976.0,,393004.3451,196502.17255,3.9703825375818314
Lamb_assembly_Dorathy,Lamb,Entertainment/public assembly,8773.0,1966.0,,37723.985,18861.9925,2.1500048444089823
Lamb_assembly_Ossie,Lamb,Entertainment/public assembly,12045.0,1976.0,,64512.5279,32256.26395,2.677979572436696
Lamb_assembly_Alden,Lamb,Entertainment/public assembly,8730.0,1976.0,,21637.9487,10818.97435,1.239286867124857
Lamb_assembly_Theresa,Lamb,Entertainment/public assembly,10656.0,1976.0,,47155.3669,23577.68345,2.2126204438813812
Lamb_assembly_Delilah,Lamb,Entertainment/public assembly,31075.0,1976.0,,112950.0467,56475.02335,1.8173780643604185
Lamb_assembly_Walter,Lamb,Entertainment/public assembly,15715.0,1966.0,,48622.9335,24311.46675,1.5470230194082086
Lamb_assembly_Nicole,Lamb,Entertainment/public assembly,6910.0,1945.0,,25094.1835,12547.09175,1.815787518089725
Lamb_assembly_Cherie,Lamb,Entertainment/public assembly,47275.0,1976.0,,966409.8695,483204.93475,10.2211514489688
Lamb_assembly_Tawana,Lamb,Entertainment/public assembly,9494.0,1945.0,,71403.8754,35701.9377,3.7604737413103013
Lamb_assembly_Tasha,Lamb,Entertainment/public assembly,4768.0,1976.0,,159973.6412,79986.8206,16.775759354026846
Lamb_health_Ken,Lamb,Healthcare,18471.0,1966.0,,287999.0296,143999.5148,7.795978279465108
Lamb_lodging_Burt,Lamb,Lodging/residential,7589.0,1976.0,,35987.5561,17993.77805,2.3710341349321387
Lamb_industrial_Venessa,Lamb,Manufacturing/industrial,6329.0,1919.0,,110935.6538,55467.8269,8.764074403539263
Lamb_industrial_Willard,Lamb,Manufacturing/industrial,10387.0,1976.0,,32424.1533,16212.07665,1.5608045297005873
Lamb_assembly_Louis,Lamb,Entertainment/public assembly,36307.0,1976.0,,278277.4847,139138.74235,3.8322841972622355
Lamb_assembly_Bertie,Lamb,Entertainment/public assembly,149704.0,1976.0,,1294469.9582,647234.9791,4.323431432025864
Lamb_lodging_Harley,Lamb,Lodging/residential,17082.0,1919.0,,53919.1329,26959.56645,1.578244142957499
Lamb_industrial_Carla,Lamb,Manufacturing/industrial,90697.0,1976.0,,2242685.4426,1121342.7213,12.363614246336704
Lamb_public_Nyla,Lamb,Public services,7072.0,1919.0,,61097.4087,30548.70435,4.319669732748869
Lamb_public_Grace,Lamb,Public services,60977.0,1976.0,,674409.648,337204.824,5.530033028846943
Lamb_public_Vania,Lamb,Public services,43400.0,1976.0,,305382.1197,152691.05985,3.518227185483871
Lamb_public_Gracie,Lamb,Public services,9849.0,1976.0,,52214.0762,26107.0381,2.6507298304396385
Lamb_public_Angeline,Lamb,Public services,41861.0,1919.0,,315226.2432,157613.1216,3.7651542390291683
Lamb_food_Sylvia,Lamb,Food sales and service,35306.0,1919.0,,176080.5304,88040.2652,2.49363465699881
Lamb_assembly_Dorothy,Lamb,Entertainment/public assembly,64153.0,,,681711.7703,340855.88515,5.313171405078484
Lamb_office_William,Lamb,Office,7879.0,1919.0,,25221.0998,12610.5499,1.6005267038964335
Lamb_office_Peggy,Lamb,Office,4650.0,1976.0,,31869.5926,15934.7963,3.4268379139784946
Lamb_office_Velma,Lamb,Office,152471.0,1919.0,,1598491.5633,799245.78165,5.241952775609788
Lamb_office_Vasiliki,Lamb,Office,270034.0,1976.0,,5310789.8017,2655394.90085,9.833557629224467
Lamb_office_Jo,Lamb,Office,16598.0,1976.0,,19833.953,9916.9765,0.5974802084588505
Lamb_office_Maggie,Lamb,Office,12206.0,1976.0,,43397.184,21698.592,1.777698836637719
Lamb_office_Caitlin,Lamb,Office,36221.0,1976.0,,434125.539,217062.7695,5.992732655089589
Lamb_office_Gerardo,Lamb,Office,52302.0,1966.0,,152914.2301,76457.11505,1.461839223165462
Lamb_office_Stefani,Lamb,Office,11442.0,1976.0,,183900.3743,91950.18715,8.036198841985666
Lamb_office_Raymond,Lamb,Office,19429.0,1945.0,,121883.4201,60941.71005,3.1366364738277834
Lamb_office_Callie,Lamb,Office,7416.0,1976.0,,59228.5834,29614.2917,3.9932971548004317
Lamb_office_Bertha,Lamb,Office,57436.0,1976.0,,864435.4652,432217.7326,7.525206013649975
Lamb_education_Ruben,Lamb,Education,16985.0,1976.0,,91842.7746,45921.3873,2.703643644392111
Lamb_education_Manuel,Lamb,Education,30613.0,1976.0,,154695.7789,77347.88945,2.526635398360174
Lamb_education_Mae,Lamb,Education,121062.0,1976.0,,902797.075,451398.5375,3.728655874675786
Lamb_education_Princess,Lamb,Education,19041.0,1976.0,,115670.5784,57835.2892,3.037408182343364
Lamb_education_Bettye,Lamb,Education,28976.0,1919.0,,153303.0655,76651.53275,2.645345553216455
Lamb_education_Aldo,Lamb,Education,7922.0,1966.0,,25892.4012,12946.2006,1.634208608937137
Lamb_education_Lucas,Lamb,Education,18697.0,1919.0,,79872.3989,39936.19945,2.1359683077499065
Lamb_education_Freddy,Lamb,Education,12970.0,1976.0,,47339.496399999996,23669.748199999998,1.8249613107170393
Lamb_education_Moses,Lamb,Education,13939.0,1976.0,,113893.0387,56946.51935,4.08540923667408
Lamb_education_Sara,Lamb,Education,93764.0,1945.0,,550502.0003,275251.00015,2.935572289471439
Lamb_education_Phil,Lamb,Education,10915.0,1976.0,,54667.2832,27333.6416,2.5042273568483737
Lamb_education_Sabrina,Lamb,Education,11464.0,1976.0,,56732.5852,28366.2926,2.474380024424285
Lamb_education_Darrel,Lamb,Education,128682.0,1966.0,,730043.9549,365021.97745,2.8366203311263427
Lamb_education_Isabelle,Lamb,Education,24251.0,1966.0,,209355.762,104677.881,4.316435652138056
Lamb_education_Norris,Lamb,Education,34563.0,1966.0,,160583.622,80291.811,2.3230567659057373
Lamb_education_Logan,Lamb,Education,23164.0,1976.0,,56049.4734,28024.7367,1.2098401269210846
Lamb_education_Rick,Lamb,Education,17050.0,1966.0,,100739.5454,50369.7727,2.9542388680351905
Lamb_education_Gabriel,Lamb,Education,23605.0,1976.0,,123950.7706,61975.3853,2.6255193941961448
Lamb_education_Gabrielle,Lamb,Education,27685.0,1919.0,,82746.9261,41373.46305,1.4944360863283366
Lamb_education_Kayla,Lamb,Education,26027.0,1919.0,,132669.532,66334.766,2.548690436854036
Lamb_education_Hubert,Lamb,Education,11270.0,1976.0,,126780.7981,63390.39905,5.624702666370896
Lamb_education_Harold,Lamb,Education,12788.0,1966.0,,72072.1377,36036.06885,2.8179597161401317
Lamb_education_Dolly,Lamb,Education,23185.0,1966.0,,77041.04,38520.52,1.661441449212853
Lamb_education_Antonio,Lamb,Education,102429.0,1945.0,,681156.4399,340578.21995,3.3250175238457857
Lamb_education_Lawrence,Lamb,Education,23067.0,1976.0,,127514.1165,63757.05825,2.763994375081285
Lamb_education_Hellen,Lamb,Education,12088.0,1919.0,,58291.9197,29145.95985,2.4111482337855725
Lamb_education_Daniel,Lamb,Education,15414.0,1976.0,,136829.7519,68414.87595,4.438489421954068
Lamb_education_Wilbert,Lamb,Education,23842.0,1945.0,,124602.5867,62301.29335,2.6130900658501806
Lamb_education_Salvador,Lamb,Education,27663.0,1966.0,,113278.2178,56639.1089,2.0474680584173806
Lamb_education_Sylvester,Lamb,Education,22949.0,1976.0,,52358.998,26179.499,1.1407686173689486
Lamb_education_Dwayne,Lamb,Education,14973.0,1976.0,,106184.4496,53092.2248,3.5458642089093706
Lamb_education_Marc,Lamb,Education,8730.0,1976.0,,150883.2569,75441.62845,8.641652743413516
Lamb_education_Stefan,Lamb,Education,23153.0,1976.0,,126137.6478,63068.8239,2.7240022416101586
Lamb_education_Hui,Lamb,Education,37265.0,1919.0,,189887.135,94943.5675,2.5477946464510937
Lamb_education_Randal,Lamb,Education,28826.0,1976.0,,143037.283,71518.6415,2.481046329702352
Lamb_education_Bert,Lamb,Education,25866.0,1919.0,,103585.8287,51792.91435,2.002354996907137
Lamb_education_Maxwell,Lamb,Education,28363.0,1919.0,,95963.0703,47981.53515,1.691694642668265
Lamb_education_Sunny,Lamb,Education,18202.0,1919.0,,111582.0127,55791.00635,3.0651030848258434
Lamb_education_Junior,Lamb,Education,121471.0,1966.0,,776798.9708,388399.4854,3.1974667649068502
Lamb_education_Augustine,Lamb,Education,31635.0,1966.0,,95867.1997,47933.59985,1.515207834676782
Lamb_education_Terina,Lamb,Education,160038.0,1966.0,,1458710.6281,729355.31405,4.557388333083393
Lamb_education_Ira,Lamb,Education,11281.0,1976.0,,46379.6685,23189.83425,2.0556541308394647
Lamb_education_Nathan,Lamb,Education,31614.0,1976.0,,70903.5077,35451.75385,1.12139412443854
Lamb_education_Lemuel,Lamb,Education,17104.0,1966.0,,138401.6101,69200.80505,4.045884298994387
Lamb_education_Williams,Lamb,Education,88856.0,1976.0,,462223.4353,231111.71765,2.6009691821598993
Lamb_education_Hilary,Lamb,Education,13789.0,1919.0,,67547.2522,33773.6261,2.4493165639277685
Lamb_education_Armando,Lamb,Education,120566.0,1945.0,,713730.0525,356865.02625,2.9599142896836588
Lamb_education_Ellen,Lamb,Education,22184.0,1919.0,,84707.7172,42353.8586,1.9092074738550306
Lamb_education_Domitila,Lamb,Education,139113.0,1976.0,,982457.8029,491228.90145,3.531150226434625
Lamb_education_Maritza,Lamb,Education,30300.0,1966.0,,101034.4737,50517.23685,1.6672355396039604
Lamb_education_Faith,Lamb,Education,17190.0,1919.0,,132973.8906,66486.9453,3.867768778359512
Lamb_education_Patsy,Lamb,Education,32195.0,1919.0,,95243.6815,47621.84075,1.4791688383289332
Lamb_education_Mckenzie,Lamb,Education,126045.0,1966.0,,670961.3759,335480.68795,2.661594572969971
Lamb_education_Wanda,Lamb,Education,11690.0,1976.0,,58468.5016,29234.2508,2.5007913430282294
Lamb_education_Debby,Lamb,Education,31872.0,1919.0,,146014.973,73007.4865,2.2906465392821285
Lamb_education_Hillary,Lamb,Education,24090.0,1976.0,,79455.961,39727.9805,1.649148215026982
Lamb_education_Larissa,Lamb,Education,27502.0,1976.0,,115171.5594,57585.7797,2.0938760708312123
Lamb_education_Fred,Lamb,Education,29149.0,1919.0,,144856.8728,72428.4364,2.484765734673574
Lamb_education_Carlton,Lamb,Education,35768.0,1966.0,,198528.8229,99264.41145,2.7752295753187206
Lamb_education_Rodrigo,Lamb,Education,66187.0,1976.0,,604170.1434,302085.0717,4.564114882076541
Lamb_education_Marty,Lamb,Education,12927.0,1976.0,,79885.5524,39942.7762,3.0898720662179935
Lamb_education_Heidi,Lamb,Education,23293.0,1976.0,,124494.1579,62247.07895,2.672351305113124
Lamb_education_Jane,Lamb,Education,29891.0,1966.0,,162275.54320000001,81137.77160000001,2.7144549061590446
Lamb_education_Garry,Lamb,Education,33982.0,1976.0,,120208.8827,60104.44135,1.7687140647990112
Lamb_education_Felipe,Lamb,Education,96929.0,1966.0,,478163.7986,239081.8993,2.46656727398405
Lamb_education_Vaughn,Lamb,Education,28191.0,1919.0,,103197.0853,51598.54265,1.8303196995495017
Lamb_education_Luz,Lamb,Education,155807.0,2013.0,,1343234.0649,671617.03245,4.310570336698608
Lamb_education_Leopoldo,Lamb,Education,42883.0,1976.0,,112096.3944,56048.1972,1.307002709698482
Lamb_education_Robin,Lamb,Education,94658.0,1976.0,,670409.2059,335204.60295,3.5412178891377377
Lamb_education_Kasha,Lamb,Education,25134.0,1966.0,,94165.538,47082.769,1.8732700326251293
Lamb_education_Traci,Lamb,Education,14790.0,1976.0,,39758.1494,19879.0747,1.344088891142664
Lamb_education_Lazaro,Lamb,Education,95433.0,1966.0,,345752.4582,172876.2291,1.8114931847474143
Lamb_education_Philomena,Lamb,Education,137046.0,1966.0,,664954.4991,332477.24955,2.4260266592968787
Lamb_education_Chet,Lamb,Education,11603.0,1945.0,,38897.9461,19448.97305,1.6762021072136517
Lamb_education_Emilie,Lamb,Education,14025.0,1966.0,,80641.3337,40320.66685,2.8749138573975044
Lamb_education_Felicia,Lamb,Education,23487.0,1966.0,,75567.8454,37783.9227,1.60871642610806
Lamb_assembly_Librada,Lamb,Entertainment/public assembly,31829.0,1976.0,,548706.1109,274353.05545,8.61959393791825
Lamb_assembly_Rosa,Lamb,Entertainment/public assembly,12185.0,1976.0,,1946941.4035,973470.70175,79.89090699630694
Lamb_assembly_Katelyn,Lamb,Entertainment/public assembly,48642.0,1919.0,,493079.1873,246539.59365,5.0684510022203035
Lamb_warehouse_Allan,Lamb,Warehouse/storage,15683.0,1966.0,,223838.1467,111919.07335,7.136330635082574
Peacock_education_Anita,Peacock,Education,13512.0,,,202567.4265,101283.71325,7.495834313943162
Peacock_office_Burl,Peacock,Office,17879.0,,,1054576.7329,527288.36645,29.49205025169193
Peacock_education_Patience,Peacock,Education,30531.0,,,478504.7617,239252.38085,7.8363755150502765
Peacock_office_Norman,Peacock,Office,32766.0,,,637827.2037,318913.60185,9.73306481871452
Peacock_lodging_Francesca,Peacock,Lodging/residential,35936.0,,,677116.8374,338558.4187,9.421149229185218
Peacock_education_Pasquale,Peacock,Education,35990.0,,,3259032.4697,1629516.23485,45.27691677827174
Peacock_education_Yolanda,Peacock,Education,39558.0,,,657788.6903,328894.34515,8.31423087997371
Peacock_office_Julian,Peacock,Office,42129.0,,,434116.6481,217058.32405,5.1522306261719955
Peacock_lodging_Chloe,Peacock,Lodging/residential,44352.0,,,561539.5448,280769.7724,6.330487292568543
Peacock_lodging_Terrie,Peacock,Lodging/residential,47007.0,,,704038.4848,352019.2424,7.488655783181228
Peacock_lodging_Nova,Peacock,Lodging/residential,48519.0,,,333091.2529,166545.62645,3.4325857179661576
Peacock_office_Dara,Peacock,Office,49990.0,,,2845710.4942,1422855.2471,28.4627975015003
Peacock_assembly_Socorro,Peacock,Entertainment/public assembly,52534.0,,,386178.9822,193089.4911,3.6755147352190964
Peacock_education_Shelly,Peacock,Education,53651.0,,,1971826.0491,985913.02455,18.37641469031332
Peacock_education_Robbie,Peacock,Education,58307.0,,,770284.584,385142.292,6.605421167269796
Peacock_assembly_Russ,Peacock,Entertainment/public assembly,58562.0,,,2427549.3502,1213774.6751,20.726318689593935
Peacock_office_Annie,Peacock,Office,64818.0,,,1342922.1004,671461.0502,10.359175695022989
Peacock_office_Major,Peacock,Office,70042.0,,,3532629.2149,1766314.60745,25.217935059678478
Peacock_education_Joshua,Peacock,Education,75929.0,,,8110687.2084,4055343.6042,53.409680151193875
Peacock_education_Forest,Peacock,Education,77263.0,,,1549582.3037,774791.15185,10.02797136857228
Peacock_education_Dustin,Peacock,Education,80325.0,,,805836.227,402918.1135,5.016098518518518
Peacock_lodging_James,Peacock,Lodging/residential,82911.0,,,1052689.7453,526344.87265,6.348311715574532
Peacock_lodging_Mathew,Peacock,Lodging/residential,93313.0,,,955974.7616,477987.3808,5.122409319173105
Peacock_lodging_Matthew,Peacock,Lodging/residential,93500.0,,,1044694.3747,522347.18735,5.586600934224599
Peacock_office_Elton,Peacock,Office,104355.0,,,2773889.8973,1386944.94865,13.290642026256528
Peacock_office_Effie,Peacock,Office,104667.0,,,1536994.9855,768497.49275,7.342309350129458
Peacock_lodging_Wes,Peacock,Lodging/residential,105791.0,,,2837021.0524,1418510.5262,13.408612511461277
Peacock_assembly_Dena,Peacock,Entertainment/public assembly,108339.0,,,4199866.9022,2099933.4511,19.38298720774606
Peacock_lodging_Sergio,Peacock,Lodging/residential,113000.0,,,1687010.8842,843505.4421,7.464649930088496
Peacock_education_Ophelia,Peacock,Education,120836.0,,,12262933.3811,6131466.69055,50.74205278683505
Peacock_lodging_Lou,Peacock,Lodging/residential,128044.0,,,2065980.4326,1032990.2163,8.067462874480647
Peacock_education_Karyn,Peacock,Education,129344.0,,,8268183.0207,4134091.51035,31.961989039692604
Peacock_education_Lyle,Peacock,Education,190817.0,,,11718781.9483,5859390.97415,30.706860364380532
Peacock_education_Gilberto,Peacock,Education,250000.0,,,18014682.7828,9007341.3914,36.0293655656
Peacock_lodging_Jamaal,Peacock,Lodging/residential,278795.0,,,3790272.3124,1895136.1562,6.797597360784806
Peacock_public_Kelvin,Peacock,Public services,401753.0,,,4989941.3494,2494970.6747,6.210210439498896
Moose_education_Ricardo,Moose,Education,150695.0,,,5419186.6452,2709593.3226,17.98064516141876
Moose_education_Lori,Moose,Education,150695.0,1964.0,,3500201.4837,1750100.74185,11.613528928298882
Moose_education_Gladys,Moose,Education,731945.0,1969.0,,19517811.0455,9758905.52275,13.332839930254321
Moose_education_Maria,Moose,Education,387500.0,1960.0,,13221679.9634,6610839.9817,17.06023221083871
Moose_education_Marlon,Moose,Education,226042.0,1965.0,,3239730.1518,1619865.0759,7.166212809566364
Moose_education_Clark,Moose,Education,764237.0,1979.0,,14801507.028,7400753.514,9.683846128884102
Moose_education_Rene,Moose,Education,409028.0,1970.0,,8441367.4422,4220683.7211,10.31881367803671
Moose_education_Leland,Moose,Education,527431.0,1976.0,,17241332.8596,8620666.4298,16.344633572543138
Moose_education_Marina,Moose,Education,64583.0,1955.0,,708351.8796,354175.9398,5.484042856479259
Moose_education_Abbie,Moose,Education,484376.0,1952.0,,21869330.6295,10934665.31475,22.57474630194312
Gator_office_Carrie,Gator,Office,268963.0,,,11962538.9878,5981269.4939,22.238261373869268
Gator_office_Lucy,Gator,Office,175618.0,,,3444393.9978,1722196.9989,9.806494772175974
Gator_assembly_Lelia,Gator,Entertainment/public assembly,3200.0,,,57528.0071,28764.00355,8.988751109375
Gator_other_Elfriede,Gator,Other,28693.0,,,838524.9759,419262.48795,14.612012963092043
Gator_assembly_Maurine,Gator,Entertainment/public assembly,3000.0,,,204630.0493,102315.02465,34.10500821666667
Gator_assembly_Milton,Gator,Entertainment/public assembly,520.0,,,10313.9387,5156.96935,9.91724875
Gator_assembly_Joni,Gator,Entertainment/public assembly,3729.0,,,69104.9474,34552.4737,9.265881925449182
Gator_public_Ross,Gator,Public services,4848.0,,,132576.0059,66288.00295,13.673267935231022
Gator_assembly_Regina,Gator,Entertainment/public assembly,9894.0,,,294335.0338,147167.5169,14.87442054780675
Gator_public_Clara,Gator,Public services,5630.0,,,194628.9973,97314.49865,17.284990879218473
Gator_public_Philip,Gator,Public services,4371.0,,,42088.9772,21044.4886,4.814570716083276
Gator_assembly_Alexa,Gator,Entertainment/public assembly,666.0,,,4180.9377,2090.46885,3.1388421171171172
Gator_assembly_Daisy,Gator,Entertainment/public assembly,356.0,,,45905.9976,22952.9988,64.47471573033708
Gator_public_Beulah,Gator,Public services,3648.0,,,127181.9945,63590.99725,17.431742667214913
Gator_public_Tiffany,Gator,Public services,6351.0,,,235536.0245,117768.01225,18.54322346874508
Gator_assembly_Lilli,Gator,Entertainment/public assembly,648.0,,,42353.9746,21176.9873,32.68053595679012
Gator_other_Gertrude,Gator,Other,2555.0,,,39382.9971,19691.49855,7.707044442270059
Gator_assembly_Bailey,Gator,Entertainment/public assembly,366.0,,,15556.9888,7778.4944,21.25271693989071
Gator_public_Marcie,Gator,Public services,35253.0,,,1581131.9961,790565.99805,22.425495647178966
Gator_public_Kendall,Gator,Public services,7820.0,,,274779.97490000003,137389.98745000002,17.569052103580564
Gator_public_Dewey,Gator,Public services,3592.0,,,104487.9871,52243.99355,14.544541634187082
Gator_public_Randall,Gator,Public services,19446.0,,,1027198.9895,513599.49475,26.41157537539854
Gator_office_Betty,Gator,Office,5839.0,,,499205.9989,249602.99945,42.74755941942114
Gator_warehouse_Stacie,Gator,Warehouse/storage,15879.0,,,318699.9997,159349.99985,10.035266695005982
Gator_warehouse_Constance,Gator,Warehouse/storage,15120.0,,,240187.9757,120093.98785,7.942724064153439
Gator_assembly_Loyce,Gator,Entertainment/public assembly,4065.0,,,353884.0122,176942.0061,43.52816878228782
Gator_public_Noe,Gator,Public services,26507.0,,,921433.979,460716.9895,17.38095557777191
Gator_public_Nettie,Gator,Public services,6392.0,,,255904.0144,127952.0072,20.01752302878598
